,Date,Merchant,Method,金額 (USD),金額 (JPY),Notes,備考,月,Category,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/2 Sweets Plus,Paypay W,,"-¥15,440",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/3 7 Eleven,Nanaco W,,-¥997,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/3 paypay osewaya-H,,,"-¥4,081",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/4 paypay 東急-H,,,"-¥8,927",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/4 7 Eleven,Nanaco W,,"-¥1,842",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/5 Tokyu,Paypay W,,"-¥4,567",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/6 Ootoya,Paypay W,,"-¥2,320",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/7,東急,paypay W,,"-¥7,170",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/7,東急,paypay W,,-¥565,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/7,7-eleven,nanaco W,,-¥491,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/8,Invader,paypay W,,"-¥1,570",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/8,東急,Paypay W,,"-¥7,009",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/9,東急,paypay W,,"-¥7,300",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/10 東急,paypay W,,"-¥6,323",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/11,Starbucks,paypay W,,"-¥1,391",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12,酒ヤマニ,paypay W,,"-¥2,345",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12,東急,Paypay W,,"-¥3,885",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/13,7-Eleven,nanaco W,,"-¥1,490",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/14,東急,Paypay W,,"-¥9,097",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/14 7 Eleven,nanaco W,,"-¥2,884",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/15,Jonathan,paypay W,,"-¥3,880",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/15 東急,paypay W,,"-¥5,762",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/15 kaldi,paypay W,,"-¥1,650",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/16 東急,Paypay W,,"-¥5,939",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/17,Lawson,paypay W,,-¥127,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/18 東急,paypay H,,"-¥2,494",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/19 東急,paypay H,,"-¥4,961",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/19 ちよだ,paypay H,,-¥968,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/19 さぼてん,paypay H,,"-¥1,010",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/19 fepa,paypay H,,"-¥5,698",玲と終業式祝い,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/19 fepa,paypay H,,-¥982,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/20 kanadelica,paypay H,,"-¥3,343",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/21 いなげや,paypay H,,"-¥8,490",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/22 東急,paypay H,,"-¥4,915",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/24 sweets plus,paypay W,,"-¥8,030",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/24 東急,paypay H,,"-¥3,399",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/25 立花,現金　w,,"-¥1,940",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25,東急,Paypay W,,"-¥5,743",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25,Invader,Paypay W,,"-¥1,650",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25,McDonald’s,Paypay W,,-¥840,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26,Family Mart,paypay W,,-¥373,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/26 東急,paypay H,,-¥547,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26,Bronco Billy,paypay W,,"-¥7,348",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26,マツモトキヨシ,paypay W,,"-¥2,358",,W toiletries,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26,Green House,paypay W,,"-¥2,350",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26,Yoku Moku Museum cafe,paypay W,,"-¥1,250",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26,Family Mart,paypay W,,"-¥1,742",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/26 北千住ルミネ　おぼんでごはん,paypay H,,"-¥3,010",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/26 おかしのまちおか,現金 H,,-¥128,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/27,Fepa,Paypay W,,"-¥16,130",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/27,肉の秋田屋,Cash,,-¥740,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/27,肉の秋田屋,Cash,,¥417,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/28 ikea,paypay W,,-¥700,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,Tsumugi,Paypay W,,"-¥5,159",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,Ikea,Paypay W,,"-¥2,390",,food,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29,Green House,Paypay W,,"-¥6,435",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29,Starbucks,Paypay W,,-¥900,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/29 costco food,現金 H,,-¥380,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29,Costco,Cash W,,-¥890,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/30 東急,paypay W,,"-¥1,352",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/30 ジェシーピザ,現金 H,,"-¥4,560",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30,コメダ珈琲,Paypay W,,"-¥1,520",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30,7-eleven,nanaco W,,-¥181,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 st. cousair レイクタウン,paypay H,,-¥650,,ジェラート,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 東京ソラマチ元禄堂,paypay H,,-¥392,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 古市庵　ソラマチ,paypay H,,-¥648,,おむすび,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 宇豆基野ソラマチ,paypay H,,-¥450,,トマト生麩ゼリー,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 Green gourmet ソラマチ,paypay H,,-¥480,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31,7-eleven,nanaco W,,-¥978,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
諸々,,,,$0.00,"-¥602,647",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/3 paypay american holic-H,,,"-¥1,690",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/3 現金　英子,,,"-¥65,000",,"コストコ¥64,621+ランチ¥1,340",2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/3 paypay 東急-H,,,"-¥1,362",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/3 paypay ユニクロ-H,,,"-¥1,500",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/10 現金　英子,,,"-¥100,000",,シェラトン＆プール代,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/11 amazon JP,paypay H,,"-¥10,778",おむつ、柔軟剤、虫除け、マスク,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/11 amazon JP,paypay H,,"-¥1,699",マリオカードケース,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/11,東急,paypay W,,"-¥6,534",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/11,Hands,paypay W,,"-¥2,783",,Gifts for Will S,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/11 TELL intake interview,prestia,,"-¥36,300",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/11 Master-piece,prestia,,"-¥57,200",,Bag & pass case,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12,ココカラファイン,paypay W,,"-¥1,023",,Rey vitamins,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12,ココカラファイン,paypay W,,"-¥2,600",,sunscreen,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12,Yoshinoya,paypay W,,-¥688,,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"7/16 TELL assessment, first installment",prestia,,"-¥121,000",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/16 amazon JP,paypay H,,"-¥6,025",理咲マスク、ヘアマスク、リップクリーム、修正テープ、マスキングテープ、ハローキティ靴下、修正ペン,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/16,アイビー薬局,Cash,,-¥500,,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/17 amazon JP,paypay H,,"-¥3,466",同僚ウィルさんへのお土産ウイスキー,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/17 amazon JP,paypay H,,"-¥5,547",保冷剤、ハリオスケール、アナ雪絵本,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/17,東急,paypay W,,"-¥6,323",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/18 ココカラファイン,paypay H,,"-¥2,469",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/19 マツモトキヨシ,paypay H,,"-¥1,542",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/19,Daiso,Paypay W,,"-¥1,100",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07/20 ???,prestia,,"-¥4,998",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/20,Jonathan,paypay W,,"-¥4,725",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/21 seria,paypay H,,"-¥1,760",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/22,上島珈琲店,Paypay W,,-¥940,,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/22 楽天,prestia H,,"-¥9,220",,寛子洋服,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/22 楽天,prestia H,,"-¥1,298",,玲水着,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/25 natulear,prestia,,"-¥4,950",,haircut,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/26 北千住丸井　Atrena,paypay H,,"-¥9,531",,寛子帽子２つ,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/26 北千住ルミネ　三愛,paypay H,,"-¥23,980",,寛子水着,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/28 イトーヨーカドー,nanaco H,,"-¥4,723",,寛子下着,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/28 ikea,paypay W,,"-¥9,097",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,L.L. Bean,Paypay W,,"-¥21,274",,W clothes,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,無印,Paypay W,,"-¥6,780",bedding,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/29 木曽路,paypay H,,"-¥4,345",,"英子分 ¥2,172は、返金分から差し引き",2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30,鮫洲運転免許試験場,prestia,,"-¥2,550",,,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 fukusuke outlet レイクタウン,現金 H,,"-¥1,109",,理咲用エルサ靴下,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 HVD レイクタウン,paypay H,,"-¥2,871",,理咲用エルサ靴,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 edwin レイクタウン,現金 H,,"-¥5,500",,寛子用デニム,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 to blossoms レイクタウン,paypay H,,"-¥3,729",,寛子用洋服,2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 英子に返金,,,"-¥36,121",,"7/29 Costco ¥35,425 7/31 ちきゅうのにわ ¥7,200 ＝¥42,625→木曽路と牛カツ2名分¥6,504差し引き",2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 レイクタウン　牛カツ,paypay H,,"-¥6,017",,"英子２人分¥4,332は返金分より差し引き",2024-7,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
Business trip,,,,-$3.00,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 SoundTransit,usaa visa,-$3.00,,,,2024-7,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-8,,,,"-$62,690.76","¥1,618,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,"-$62,753.10",¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5,Seattle,cash,-$44.25,,,,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6,West Valley,,-$337.14,,,,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/7,Suica,,-$6.96,,,Initial transaction to set up on iPhone,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/7,???,USAA,"-$1,616.06",,,,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/12,SRE property,,"$11,730.00",,,,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/12,???,USAA,-$14.95,,,,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13,Apple iCloud+,,-$37.95,,,,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13,Compass,,-$242.00,,,,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13,USAA property and Casualty insurance,,-$82.90,,,,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/15,???,USAA,-$50.90,,,,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/20,Scholar Share 529,,"-$36,000.00",,,For Lisa,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/20,Scholar Share 529,,"-$36,000.00",,,For Rey,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/26,???,USAA,-$20.00,,,,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/29,Apple,,-$29.99,,,Ulysses subscription,2024-8,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥2,003,489",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/23 Facebook,,,"¥1,969,205",,,2024-8,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/22 facebook,,,"¥34,284",,,2024-8,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
ウィルお小遣い,,,,-$378.90,"-¥2,514",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/2 Elliott Bay Book Company,usaa visa,-$52.90,,86.44 total transaction,,2024-8,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/2 Faris,usaa visa,-$182.08,,,,2024-8,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/23,National Museum of Western Art,prestia,,"-¥1,700",,,2024-8,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/19,文教堂,Paypay W,,-¥814,,,2024-8,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/24,OpenAI,USAA Visa,-$20.00,,,,2024-8,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13,Dropout,USAA Visa,-$5.99,,,,2024-8,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/8,Audible,USAA Visa,-$14.95,,,,2024-8,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5,Apple,USAA Visa,-$74.99,,,The Way app,2024-8,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4,YouTube Premium,USAA Visa,-$13.99,,,,2024-8,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/1,Patreon,USAA Visa,-$14.00,,,,2024-8,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
Business trip,,,,$715.79,"-¥10,270",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/1,McMenamin’s Six Arms,USAA Visa,-$42.18,,,,2024-8,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/2 Poquitos,usaa visa,-$67.32,,,,2024-8,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/2 cafe hagen,usaa visa,-$5.95,,,,2024-8,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/2 the westin,usaa visa,-$29.28,,,,2024-8,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/2 the westin,usaa visa,-$11.83,,,,2024-8,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3,Monorail Espresso,USAA Visa,-$4.69,,,,2024-8,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/4 Taxi,prestia visa,,"-¥10,270",,,2024-8,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4,Uber,USAA Visa,-$63.12,,,,2024-8,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3,Uber,USAA Visa,-$15.64,,,,2024-8,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3,Westin,USAA Visa,$955.80,,,,2024-8,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,$0.00,"-¥63,126",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/18 公文,prestia #113824,,"-¥7,700",,,2024-8,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/16,Nova,ゆうちょ,,"-¥27,780",,,2024-8,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/16,東京ガス,,,"-¥21,438",,,2024-8,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/26,Oasis,ゆうちょ,,"-¥9,680",,,2024-8,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/27,七田,ゆうちょ,,"-¥44,300",,,2024-8,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/27,J-Com,ゆうちょ,,"-¥4,818",,,2024-8,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/28,東京018,ゆうちょ,,"¥60,000",,,2024-8,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/30,Kumon E-pencil,ゆうちょ,,"-¥5,000",Withdrawal for E-pencil,,2024-8,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/31,森島クリニック,prestia,,"-¥1,130",,,2024-8,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/31,カラフル薬局,prestia,,"-¥1,280",,,2024-8,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥220,097",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/1 vansan,paypay H,,"-¥4,477",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/2 東急,paypay H,,"-¥2,637",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/2 kanadelica,paypay H,,"-¥2,576",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/3 東急,paypay H,,"-¥4,719",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/3 スイーツプラス,paypay H,,"-¥5,400",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/4 東急,paypay H,,"-¥5,279",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/5 蕎麦切り　ぶんぶく庵,paypay H,,"-¥4,100",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/5 蕎麦代　英子から返金,現金,,"¥2,700",,蕎麦代、みのり＆英子分返金,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/5 東急,paypay H,,"-¥5,002",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/6 うおひで,paypay W,,-¥498,,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/6 東急,paypay W,,"-¥3,740",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6,7-Eleven,Paypay W,,"-¥3,101",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6,7-eleven,nanaco W,,-¥181,,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/7,NewDays,Cash W,,-¥140,,Needed change for the bus,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/7 東急,paypay W,,"-¥7,164",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/7,Tully’s,Paypay W,,-¥850,,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/8,Komeda Coffee,paypay W,,"-¥1,610",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/9 立花,paypay W,,-¥750,,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/9,Cafe Sikaku,Paypay W,,"-¥1,450",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/9,Cafe Sikaku,Paypay W,,-¥950,,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/9 大戸屋,paypay H,,"-¥2,550",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/9,Lawson,Paypay W,,-¥308,,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/10,Cafe Sikaku,Paypay W,,"-¥1,700",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/10,Costco,Cash,,"-¥1,270",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/10 flatbakery,paypay H,,"-¥1,336",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/10 7-Eleven,nanaco W,,"-¥3,487",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/11 7-Eleven,nanaco H,,"-¥3,518",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/11,7-eleven,nanaco W,,-¥181,,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/11,吉野家,paypay W,,"-¥1,086",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/11,田所商店,Paypay W,,"-¥3,168",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/11,Kaldi,Paypay W,,"-¥2,365",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/12 7-Eleven,nanaco W,,"-¥2,800",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/12 いい菜＆ゼスト,paypay W,,-¥237,,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/12 東急,paypay W,,"-¥4,019",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13,Saizeriya,prestia,,"-¥2,940",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13,Lawson,Paypay W,,-¥506,dessert,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/15,高倉町珈琲,paypay W,,"-¥6,880",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/16 さぼてん,paypay H,,-¥970,,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/16 ちよだ鮨,paypay H,,"-¥1,185",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/16 7-Eleven,paypay H,,"-¥2,164",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/17,Costco,Cash,,"-¥1,270",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/16 東急,paypay H,,"-¥7,252",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/18 東急,paypay H,,"-¥5,728",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/18 kaldi,paypay H,,-¥242,,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/18,Marugame Misato,paypay W,,"-¥2,260",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/19,Cafe Blue Blue,paypay W,,"-¥1,390",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/19,さと,Paypay W,,"-¥6,607",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/20 sweets plus,paypay H,,"-¥7,590",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/20 東急,paypay H,,"-¥3,249",,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/20 郵便局,paypay H,,-¥70,,,2024-8,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
